Likes,Feature,Value
107907,val3,494
107907,val4,455
107907,val5,632
107907,val6,5040
107907,val7,3114
107907,val8,344
106928,val1,2970
106928,val2,4649
106928,val3,421
106928,val4,390
106928,val5,544
106928,val6,3346
106928,val7,2044
106928,val8,301
106928,val1,34192
106928,val2,42092
106928,val3,338
106928,val4,322
106928,val5,389
106928,val6,22907
106928,val7,16464
106928,val8,230
106928,val1,5302
106928,val2,8769
106928,val3,624
106928,val4,566
106928,val5,979
106928,val6,6021
106928,val7,3606
106928,val8,441
106928,val1,5560
106928,val2,9301
106928,val3,642
106928,val4,586
106928,val5,984
106928,val6,6600
106928,val7,3916
106928,val8,463
106928,val1,4406
106928,val2,6769
106928,val3,477
106928,val4,433
106928,val5,571
106928,val6,4550
106928,val7,2830
106928,val8,335
106928,val1,5290
106928,val2,8132
106928,val3,612
106928,val4,570
106928,val5,857
106928,val6,6032
106928,val7,3794
106928,val8,454
104070,val1,3696
104070,val2,5824
104070,val3,517
104070,val4,474
104070,val5,742
104070,val6,4166
104070,val7,2650
104070,val8,391
104070,val1,6030
104070,val2,9579
104070,val3,735
104070,val4,659
104070,val5,1448
104070,val6,6956
104070,val7,4418
104070,val8,572
104070,val1,49632
104070,val2,1110282
104070,val3,1653
104070,val4,1480
104070,val5,2567
104070,val6,1107833
104070,val7,48368
104070,val8,1513
104070,val1,9120
104070,val2,14759
104070,val3,951
104070,val4,937
104070,val5,1290
104070,val6,13246
104070,val7,8004
104070,val8,924
104070,val1,1874
104070,val2,2474
104070,val3,25
104070,val4,25
104070,val5,31
104070,val6,1483
104070,val7,1062
104070,val8,15
102112,val1,4122
102112,val2,7073
102112,val3,466
102112,val4,455
102112,val5,609
102112,val6,5827
102112,val7,3302
102112,val8,361
102112,val1,5080
102112,val2,8238
102112,val3,523
102112,val4,505
102112,val5,727
102112,val6,6630
102112,val7,3892
102112,val8,403
102112,val1,4068
102112,val2,7333
102112,val3,538
102112,val4,513
102112,val5,934
102112,val6,5914
102112,val7,3198
102112,val8,402
102112,val1,3272
102112,val2,6079
102112,val3,463
102112,val4,446
102112,val5,653
102112,val6,5079
102112,val7,2644
102112,val8,357
102112,val1,238
102112,val2,570
102112,val3,143
102112,val4,142
102112,val5,834
102112,val6,567
102112,val7,236
102112,val8,99
102112,val1,3358
102112,val2,5900
102112,val3,541
102112,val4,507
102112,val5,4550
102112,val6,4650
102112,val7,2800
102112,val8,344
102112,val1,6400
102112,val2,11941
102112,val3,735
102112,val4,726
102112,val5,8415
102112,val6,10987
102112,val7,5916
102112,val8,628
102112,val1,6876
102112,val2,10885
102112,val3,282
102112,val4,245
102112,val5,337
102112,val6,9403
102112,val7,5752
102112,val8,259
100732,val1,391
100732,val2,746
100732,val3,131
100732,val4,130
100732,val5,766
100732,val6,723
100732,val7,380
100732,val8,93
100732,val1,10844
100732,val2,22468
100732,val3,1409
100732,val4,1339
100732,val5,11064
100732,val6,18310
100732,val7,8848
100732,val8,1086
100732,val1,5132
100732,val2,9067
100732,val3,398
100732,val4,398
100732,val5,1690
100732,val6,9065
100732,val7,5132
100732,val8,393
100732,val1,3772
100732,val2,6971
100732,val3,144
100732,val4,144
100732,val5,1033
100732,val6,6932
100732,val7,3758
100732,val8,140
100732,val1,2933
100732,val2,5144
100732,val3,24
100732,val4,23
100732,val5,26
100732,val6,3972
100732,val7,2012
100732,val8,19
100732,val1,4094
100732,val2,7469
100732,val3,206
100732,val4,203
100732,val5,1420
100732,val6,7451
100732,val7,4088
100732,val8,200
100732,val1,452
100732,val2,726
100732,val3,186
100732,val4,184
100732,val5,889
100732,val6,721
100732,val7,450
100732,val8,114
100732,val1,11420
100732,val2,23855
100732,val3,1411
100732,val4,1342
100732,val5,8049
100732,val6,16634
100732,val7,8032
100732,val8,865
100732,val1,5704
100732,val2,10510
100732,val3,452
100732,val4,450
100732,val5,2895
100732,val6,9348
100732,val7,5388
100732,val8,361
100732,val1,7192
100732,val2,12811
100732,val3,587
100732,val4,554
100732,val5,3941
100732,val6,11519
100732,val7,6616
100732,val8,472
100732,val1,9604
100732,val2,16557
100732,val3,1061
100732,val4,1037
100732,val5,9614
100732,val6,13618
100732,val7,7984
100732,val8,705
100732,val1,122944
100732,val2,457509
100732,val3,1373
100732,val4,1268
100732,val5,2106
100732,val6,72846
100732,val7,13184
100732,val8,475
98195,val1,5730
98195,val2,10083
98195,val3,103
98195,val4,71
98195,val5,97
98195,val6,8964
98195,val7,4830
98195,val8,92
98195,val1,4898
98195,val2,7960
98195,val3,560
98195,val4,528
98195,val5,719
98195,val6,6380
98195,val7,3730
98195,val8,363
98195,val1,4118
98195,val2,7355
98195,val3,546
98195,val4,526
98195,val5,675
98195,val6,6423
98195,val7,3466
98195,val8,379
98195,val1,1845
98195,val2,2670
98195,val3,9
98195,val4,9
98195,val5,9
98195,val6,1614
98195,val7,1008
98195,val8,9
98195,val1,34480
98195,val2,191207
98195,val3,1591
98195,val4,1156
98195,val5,1926
98195,val6,184270
98195,val7,30720
98195,val8,1292
96749,val1,5338
96749,val2,9940
96749,val3,589
96749,val4,556
96749,val5,715
96749,val6,8146
96749,val7,3920
96749,val8,363
96749,val1,5312
96749,val2,9411
96749,val3,603
96749,val4,582
96749,val5,795
96749,val6,7034
96749,val7,3588
96749,val8,345
96749,val1,4412
96749,val2,8070
96749,val3,711
96749,val4,678
96749,val5,926
96749,val6,6937
96749,val7,3478
96749,val8,346
96749,val1,98816
96749,val2,125026
96749,val3,11452
96749,val4,11328
96749,val5,18115
96749,val6,16682
96749,val7,10336
96749,val8,1356
96749,val1,7220
96749,val2,12735
96749,val3,2348
96749,val4,2300
96749,val5,3311
96749,val6,9837
96749,val7,5296
96749,val8,642
96749,val1,14320
96749,val2,21958
96749,val3,1850
96749,val4,1819
96749,val5,2170
96749,val6,9579
96749,val7,4664
96749,val8,413
93684,val1,27056
93684,val2,162816
93684,val3,2299
93684,val4,2127
93684,val5,2737
93684,val6,160270
93684,val7,25424
93684,val8,1146
93577,val1,20528
93577,val2,33000
93577,val3,1876
93577,val4,1800
93577,val5,2654
93577,val6,14636
93577,val7,7632
93577,val8,656
93470,val1,6416
93470,val2,11459
93470,val3,1362
93470,val4,1313
93470,val5,1652
93470,val6,9122
93470,val7,4716
93470,val8,497
93363,val1,5786
93363,val2,10634
93363,val3,1237
93363,val4,1218
93363,val5,1526
93363,val6,9103
93363,val7,4764
93363,val8,483
93256,val1,5878
93256,val2,10508
93256,val3,1132
93256,val4,1087
93256,val5,1380
93256,val6,8471
93256,val7,4528
93256,val8,446
93149,val1,9528
93149,val2,16535
93149,val3,1383
93149,val4,1288
93149,val5,1834
93149,val6,11276
93149,val7,6260
93149,val8,630
93042,val1,8500
93042,val2,14157
93042,val3,1095
93042,val4,1029
93042,val5,1422
93042,val6,9670
93042,val7,5640
93042,val8,465
92935,val1,3796
92935,val2,6737
92935,val3,949
92935,val4,940
92935,val5,1192
92935,val6,5249
92935,val7,2694
92935,val8,398
92828,val1,28128
92828,val2,42940
92828,val3,2283
92828,val4,2190
92828,val5,3400
92828,val6,9183
92828,val7,4560
92828,val8,621
92721,val1,7228
92721,val2,12627
92721,val3,1239
92721,val4,1189
92721,val5,1612
92721,val6,9781
92721,val7,5348
92721,val8,606
92614,val1,5290
92614,val2,9100
92614,val3,1053
92614,val4,994
92614,val5,1326
92614,val6,6285
92614,val7,3578
92614,val8,441
92507,val1,55520
92507,val2,665792
92507,val3,4544
92507,val4,3586
92507,val5,6624
92507,val6,648611
92507,val7,47488
92507,val8,3430
92400,val1,5880
92400,val2,10115
92400,val3,1291
92400,val4,1264
92400,val5,1878
92400,val6,8536
92400,val7,4884
92400,val8,706
92293,val1,10040
92293,val2,17029
92293,val3,1429
92293,val4,1346
92293,val5,2022
92293,val6,11744
92293,val7,6964
92293,val8,742
92186,val1,153536
92186,val2,497910
92186,val3,1713
92186,val4,1633
92186,val5,2493
92186,val6,8907
92186,val7,5696
92186,val8,593
92079,val1,158208
92079,val2,453213
92079,val3,2482
92079,val4,2319
92079,val5,3412
92079,val6,81938
92079,val7,20608
92079,val8,1034
91972,val1,6484
91972,val2,10832
91972,val3,1166
91972,val4,1115
91972,val5,1441
91972,val6,7316
91972,val7,4280
91972,val8,583
91865,val1,4840
91865,val2,7466
91865,val3,949
91865,val4,923
91865,val5,1116
91865,val6,5362
91865,val7,3370
91865,val8,447
91758,val1,15880
91758,val2,51571
91758,val3,1188
91758,val4,1071
91758,val5,1410
91758,val6,47976
91758,val7,13560
91758,val8,677
91651,val1,15288
91651,val2,31467
91651,val3,1573
91651,val4,1401
91651,val5,2110
91651,val6,28247
91651,val7,13312
91651,val8,1052
91544,val1,9528
91544,val2,16779
91544,val3,1245
91544,val4,1175
91544,val5,1725
91544,val6,11885
91544,val7,6672
91544,val8,729
91437,val1,9356
91437,val2,14986
91437,val3,448
91437,val4,381
91437,val5,505
91437,val6,13919
91437,val7,8460
91437,val8,392
91330,val1,7732
91330,val2,13264
91330,val3,1066
91330,val4,1002
91330,val5,1336
91330,val6,8753
91330,val7,4880
91330,val8,570
91223,val1,5240
91223,val2,8893
91223,val3,857
91223,val4,837
91223,val5,1020
91223,val6,7420
91223,val7,4232
91223,val8,466
91116,val1,7132
91116,val2,12060
91116,val3,1004
91116,val4,944
91116,val5,1226
91116,val6,8294
91116,val7,4736
91116,val8,576
91009,val1,21928
91009,val2,39641
91009,val3,1512
91009,val4,1479
91009,val5,1837
91009,val6,6338
91009,val7,3672
91009,val8,497
86909,val1,5754
86909,val2,9238
86909,val3,1179
86909,val4,1143
86909,val5,1452
86909,val6,6101
86909,val7,3546
86909,val8,420
86909,val1,37088
86909,val2,10966
86909,val3,2728
86909,val4,2288
86909,val5,3183
86909,val6,66311
86909,val7,34352
86909,val8,2021
86909,val1,39600
86909,val2,7927
86909,val3,572
86909,val4,496
86909,val5,581
86909,val6,12522
86909,val7,8176
86909,val8,167
86909,val1,5536
86909,val2,8745
86909,val3,1141
86909,val4,1099
86909,val5,1461
86909,val6,5225
86909,val7,3098
86909,val8,483
86909,val1,6056
86909,val2,10325
86909,val3,1117
86909,val4,1078
86909,val5,1427
86909,val6,6823
86909,val7,3788
86909,val8,487
86909,val1,11484
86909,val2,20696
86909,val3,1762
86909,val4,1635
86909,val5,2741
86909,val6,8774
86909,val7,5124
86909,val8,722
86491,val1,4938
86491,val2,7910
86491,val3,66
86491,val4,63
86491,val5,70
86491,val6,6625
86491,val7,3804
86491,val8,59
86491,val1,66784
86491,val2,9456
86491,val3,2969
86491,val4,2833
86491,val5,3645
86491,val6,17809
86491,val7,11328
86491,val8,801
86491,val1,5526
86491,val2,8779
86491,val3,1096
86491,val4,1058
86491,val5,1399
86491,val6,5732
86491,val7,3412
86491,val8,453
86491,val1,5040
86491,val2,8367
86491,val3,1062
86491,val4,1023
86491,val5,1348
86491,val6,5485
86491,val7,3068
86491,val8,437
86491,val1,5168
86491,val2,8371
86491,val3,66
86491,val4,59
86491,val5,71
86491,val6,7041
86491,val7,3996
86491,val8,58
85979,val1,5034
85979,val2,8030
85979,val3,1020
85979,val4,993
85979,val5,1243
85979,val6,5340
85979,val7,3094
85979,val8,440
85979,val1,4908
85979,val2,7491
85979,val3,957
85979,val4,937
85979,val5,1153
85979,val6,4642
85979,val7,2842
85979,val8,393
85979,val1,9700
85979,val2,17442
85979,val3,1407
85979,val4,1271
85979,val5,2007
85979,val6,8872
85979,val7,4876
85979,val8,660
85979,val1,4800
85979,val2,7754
85979,val3,975
85979,val4,938
85979,val5,1278
85979,val6,4932
85979,val7,2820
85979,val8,432
85979,val1,5280
85979,val2,8703
85979,val3,951
85979,val4,911
85979,val5,1237
85979,val6,5757
85979,val7,3300
85979,val8,431
85979,val1,6184
85979,val2,10228
85979,val3,956
85979,val4,901
85979,val5,1140
85979,val6,6085
85979,val7,3502
85979,val8,437
85979,val1,45920
85979,val2,5808
85979,val3,753
85979,val4,655
85979,val5,763
85979,val6,15766
85979,val7,10720
85979,val8,220
85093,val1,8412
85093,val2,13960
85093,val3,1179
85093,val4,1111
85093,val5,1632
85093,val6,8632
85093,val7,5348
85093,val8,699
85093,val1,5400
85093,val2,9218
85093,val3,810
85093,val4,756
85093,val5,1003
85093,val6,5654
85093,val7,3230
85093,val8,422
85093,val1,4684
85093,val2,7536
85093,val3,733
85093,val4,708
85093,val5,985
85093,val6,4750
85093,val7,2876
85093,val8,392
81370,val1,3480
81370,val2,6229
81370,val3,537
81370,val4,508
81370,val5,687
81370,val6,3961
81370,val7,2104
81370,val8,301
81370,val1,3778
81370,val2,7216
81370,val3,625
81370,val4,572
81370,val5,795
81370,val6,4742
81370,val7,2388
81370,val8,363
81370,val1,4156
81370,val2,7564
81370,val3,626
81370,val4,574
81370,val5,832
81370,val6,4534
81370,val7,2452
81370,val8,370
81370,val1,4188
81370,val2,7292
81370,val3,564
81370,val4,524
81370,val5,743
81370,val6,3861
81370,val7,2200
81370,val8,316
